dim,k,Var3,r,steps,integral,a_1,a_2,a_3,a_4,a_5,a_6,a_7,u_1,u_2,u_3,u_4,u_5,u_6,u_7
7,4,cont,2,2465,0.0166745147475744,1.3757972372189,1.43099125749722,1.97061379072852,1.43900147461071,2.87374509672456,1.55524927247096,2.90620707716396,0.334256834168659,0.0379589602640042,0.922406597999313,0.373141767132931,0.989160720830219,0.543456031093595,0.563316516800312
7,5,cont,2,9017,0.0168891473431266,1.3757972372189,1.43099125749722,1.97061379072852,1.43900147461071,2.87374509672456,1.55524927247096,2.90620707716396,0.334256834168659,0.0379589602640042,0.922406597999313,0.373141767132931,0.989160720830219,0.543456031093595,0.563316516800312
7,6,cont,2,30241,0.0169031985904979,1.3757972372189,1.43099125749722,1.97061379072852,1.43900147461071,2.87374509672456,1.55524927247096,2.90620707716396,0.334256834168659,0.0379589602640042,0.922406597999313,0.373141767132931,0.989160720830219,0.543456031093595,0.563316516800312
7,7,cont,2,95441,0.0169102618014183,1.3757972372189,1.43099125749722,1.97061379072852,1.43900147461071,2.87374509672456,1.55524927247096,2.90620707716396,0.334256834168659,0.0379589602640042,0.922406597999313,0.373141767132931,0.989160720830219,0.543456031093595,0.563316516800312
7,1,cont,3,15,0.0203762323825084,1.38008991434637,1.32924092786711,2.01406288605048,2.01647654643174,1.1029563025105,1.73402340167413,2.16959447325191,0.81493251079315,0.349598804621487,0.0216060447638035,0.341013043092474,0.384397811924298,0.0932896254234417,0.969252776709913
7,2,cont,3,113,0.0224000212348571,1.38008991434637,1.32924092786711,2.01406288605048,2.01647654643174,1.1029563025105,1.73402340167413,2.16959447325191,0.81493251079315,0.349598804621487,0.0216060447638035,0.341013043092474,0.384397811924298,0.0932896254234417,0.969252776709913
7,3,cont,3,589,0.0227653077335318,1.38008991434637,1.32924092786711,2.01406288605048,2.01647654643174,1.1029563025105,1.73402340167413,2.16959447325191,0.81493251079315,0.349598804621487,0.0216060447638035,0.341013043092474,0.384397811924298,0.0932896254234417,0.969252776709913
7,4,cont,3,2465,0.022728897624719,1.38008991434637,1.32924092786711,2.01406288605048,2.01647654643174,1.1029563025105,1.73402340167413,2.16959447325191,0.81493251079315,0.349598804621487,0.0216060447638035,0.341013043092474,0.384397811924298,0.0932896254234417,0.969252776709913
7,5,cont,3,9017,0.0229355246451844,1.38008991434637,1.32924092786711,2.01406288605048,2.01647654643174,1.1029563025105,1.73402340167413,2.16959447325191,0.81493251079315,0.349598804621487,0.0216060447638035,0.341013043092474,0.384397811924298,0.0932896254234417,0.969252776709913
7,6,cont,3,30241,0.0229166235399063,1.38008991434637,1.32924092786711,2.01406288605048,2.01647654643174,1.1029563025105,1.73402340167413,2.16959447325191,0.81493251079315,0.349598804621487,0.0216060447638035,0.341013043092474,0.384397811924298,0.0932896254234417,0.969252776709913
7,7,cont,3,95441,0.0229326461402993,1.38008991434637,1.32924092786711,2.01406288605048,2.01647654643174,1.1029563025105,1.73402340167413,2.16959447325191,0.81493251079315,0.349598804621487,0.0216060447638035,0.341013043092474,0.384397811924298,0.0932896254234417,0.969252776709913
7,1,cont,4,15,0.0113220489001952,1.05865397917927,2.14888898259186,1.68080833131694,1.4386015344911,2.80798210875002,2.36617568304561,1.74329629486608,0.994750591834159,0.435131772858032,0.695997788483381,0.0164754955139705,0.152540095503124,0.899538852278359,0.046376301382325
7,2,cont,4,113,0.0156859452066901,1.05865397917927,2.14888898259186,1.68080833131694,1.4386015344911,2.80798210875002,2.36617568304561,1.74329629486608,0.994750591834159,0.435131772858032,0.695997788483381,0.0164754955139705,0.152540095503124,0.899538852278359,0.046376301382325
7,3,cont,4,589,0.0142904205175349,1.05865397917927,2.14888898259186,1.68080833131694,1.4386015344911,2.80798210875002,2.36617568304561,1.74329629486608,0.994750591834159,0.435131772858032,0.695997788483381,0.0164754955139705,0.152540095503124,0.899538852278359,0.046376301382325
7,4,cont,4,2465,0.0142764836940256,1.05865397917927,2.14888898259186,1.68080833131694,1.4386015344911,2.80798210875002,2.36617568304561,1.74329629486608,0.994750591834159,0.435131772858032,0.695997788483381,0.0164754955139705,0.152540095503124,0.899538852278359,0.046376301382325
7,5,cont,4,9017,0.0140554287488007,1.05865397917927,2.14888898259186,1.68080833131694,1.4386015344911,2.80798210875002,2.36617568304561,1.74329629486608,0.994750591834159,0.435131772858032,0.695997788483381,0.0164754955139705,0.152540095503124,0.899538852278359,0.046376301382325
7,6,cont,4,30241,0.0139824878457312,1.05865397917927,2.14888898259186,1.68080833131694,1.4386015344911,2.80798210875002,2.36617568304561,1.74329629486608,0.994750591834159,0.435131772858032,0.695997788483381,0.0164754955139705,0.152540095503124,0.899538852278359,0.046376301382325
7,7,cont,4,95441,0.0139915997719511,1.05865397917927,2.14888898259186,1.68080833131694,1.4386015344911,2.80798210875002,2.36617568304561,1.74329629486608,0.994750591834159,0.435131772858032,0.695997788483381,0.0164754955139705,0.152540095503124,0.899538852278359,0.046376301382325
7,1,cont,5,15,0.00760284375452321,2.16719260453863,1.40371138094732,1.25413553674719,2.37533864265624,2.82147802235033,2.50188013973673,2.64581780867225,0.401117836492822,0.204970269546629,0.23769919379998,0.884360645947479,0.921243055684344,0.781648862269082,0.241915788011649
7,2,cont,5,113,0.0139842839142988,2.16719260453863,1.40371138094732,1.25413553674719,2.37533864265624,2.82147802235033,2.50188013973673,2.64581780867225,0.401117836492822,0.204970269546629,0.23769919379998,0.884360645947479,0.921243055684344,0.781648862269082,0.241915788011649
7,3,cont,5,589,0.0117087832072377,2.16719260453863,1.40371138094732,1.25413553674719,2.37533864265624,2.82147802235033,2.50188013973673,2.64581780867225,0.401117836492822,0.204970269546629,0.23769919379998,0.884360645947479,0.921243055684344,0.781648862269082,0.241915788011649
7,4,cont,5,2465,0.0137743263912319,2.16719260453863,1.40371138094732,1.25413553674719,2.37533864265624,2.82147802235033,2.50188013973673,2.64581780867225,0.401117836492822,0.204970269546629,0.23769919379998,0.884360645947479,0.921243055684344,0.781648862269082,0.241915788011649
7,5,cont,5,9017,0.0130832342790136,2.16719260453863,1.40371138094732,1.25413553674719,2.37533864265624,2.82147802235033,2.50188013973673,2.64581780867225,0.401117836492822,0.204970269546629,0.23769919379998,0.884360645947479,0.921243055684344,0.781648862269082,0.241915788011649
7,6,cont,5,30241,0.0135108835477754,2.16719260453863,1.40371138094732,1.25413553674719,2.37533864265624,2.82147802235033,2.50188013973673,2.64581780867225,0.401117836492822,0.204970269546629,0.23769919379998,0.884360645947479,0.921243055684344,0.781648862269082,0.241915788011649
7,7,cont,5,95441,0.0133503610866537,2.16719260453863,1.40371138094732,1.25413553674719,2.37533864265624,2.82147802235033,2.50188013973673,2.64581780867225,0.401117836492822,0.204970269546629,0.23769919379998,0.884360645947479,0.921243055684344,0.781648862269082,0.241915788011649
7,1,gaus,1,15,0.0100306209205033,1.56068350654993,1.3955252692086,1.81677382149409,1.72520914556418,1.32380278580786,2.78705096627691,1.88095273331784,0.225120852448046,0.386746304449196,0.418688452045263,0.935785662295632,0.105554849257096,0.531289272107127,0.621191657295655
7,2,gaus,1,113,0.0812711928709886,1.56068350654993,1.3955252692086,1.81677382149409,1.72520914556418,1.32380278580786,2.78705096627691,1.88095273331784,0.225120852448046,0.386746304449196,0.418688452045263,0.935785662295632,0.105554849257096,0.531289272107127,0.621191657295655
7,3,gaus,1,589,0.0906791944518512,1.56068350654993,1.3955252692086,1.81677382149409,1.72520914556418,1.32380278580786,2.78705096627691,1.88095273331784,0.225120852448046,0.386746304449196,0.418688452045263,0.935785662295632,0.105554849257096,0.531289272107127,0.621191657295655
7,4,gaus,1,2465,0.0871105428614597,1.56068350654993,1.3955252692086,1.81677382149409,1.72520914556418,1.32380278580786,2.78705096627691,1.88095273331784,0.225120852448046,0.386746304449196,0.418688452045263,0.935785662295632,0.105554849257096,0.531289272107127,0.621191657295655
7,5,gaus,1,9017,0.0870073810907662,1.56068350654993,1.3955252692086,1.81677382149409,1.72520914556418,1.32380278580786,2.78705096627691,1.88095273331784,0.225120852448046,0.386746304449196,0.418688452045263,0.935785662295632,0.105554849257096,0.531289272107127,0.621191657295655
7,6,gaus,1,30241,0.0870497952665957,1.56068350654993,1.3955252692086,1.81677382149409,1.72520914556418,1.32380278580786,2.78705096627691,1.88095273331784,0.225120852448046,0.386746304449196,0.418688452045263,0.935785662295632,0.105554849257096,0.531289272107127,0.621191657295655
7,7,gaus,1,95441,0.0870485749462926,1.56068350654993,1.3955252692086,1.81677382149409,1.72520914556418,1.32380278580786,2.78705096627691,1.88095273331784,0.225120852448046,0.386746304449196,0.418688452045263,0.935785662295632,0.105554849257096,0.531289272107127,0.621191657295655
7,1,gaus,2,15,0.0260112399631138,2.49599123858201,1.78328273777473,2.11765409141051,2.46449122828102,2.22324348931422,2.16245932887317,1.14120785450371,0.670310019520092,0.210426739318263,0.471146230276458,0.049913841549351,0.495931517705249,0.26972119441696,0.684174307762781
7,2,gaus,2,113,0.0531232800964256,2.49599123858201,1.78328273777473,2.11765409141051,2.46449122828102,2.22324348931422,2.16245932887317,1.14120785450371,0.670310019520092,0.210426739318263,0.471146230276458,0.049913841549351,0.495931517705249,0.26972119441696,0.684174307762781
7,3,gaus,2,589,0.0446376658070694,2.49599123858201,1.78328273777473,2.11765409141051,2.46449122828102,2.22324348931422,2.16245932887317,1.14120785450371,0.670310019520092,0.210426739318263,0.471146230276458,0.049913841549351,0.495931517705249,0.26972119441696,0.684174307762781
7,4,gaus,2,2465,0.0484254042818666,2.49599123858201,1.78328273777473,2.11765409141051,2.46449122828102,2.22324348931422,2.16245932887317,1.14120785450371,0.670310019520092,0.210426739318263,0.471146230276458,0.049913841549351,0.495931517705249,0.26972119441696,0.684174307762781
7,5,gaus,2,9017,0.0487906522460851,2.49599123858201,1.78328273777473,2.11765409141051,2.46449122828102,2.22324348931422,2.16245932887317,1.14120785450371,0.670310019520092,0.210426739318263,0.471146230276458,0.049913841549351,0.495931517705249,0.26972119441696,0.684174307762781
7,6,gaus,2,30241,0.0484298046077876,2.49599123858201,1.78328273777473,2.11765409141051,2.46449122828102,2.22324348931422,2.16245932887317,1.14120785450371,0.670310019520092,0.210426739318263,0.471146230276458,0.049913841549351,0.495931517705249,0.26972119441696,0.684174307762781
7,7,gaus,2,95441,0.0484156628021814,2.49599123858201,1.78328273777473,2.11765409141051,2.46449122828102,2.22324348931422,2.16245932887317,1.14120785450371,0.670310019520092,0.210426739318263,0.471146230276458,0.049913841549351,0.495931517705249,0.26972119441696,0.684174307762781
7,1,gaus,3,15,0.0475699641940474,2.55567394711805,2.13891685171843,1.04219956975772,2.02454710519083,1.81510429047611,1.43967414739291,1.46092133609508,0.374246311460359,0.0335896223196844,0.406143089668485,0.65795811226944,0.575240544824983,0.975956238113695,0.441639338168845
7,2,gaus,3,113,0.0731137044098922,2.55567394711805,2.13891685171843,1.04219956975772,2.02454710519083,1.81510429047611,1.43967414739291,1.46092133609508,0.374246311460359,0.0335896223196844,0.406143089668485,0.65795811226944,0.575240544824983,0.975956238113695,0.441639338168845
7,3,gaus,3,589,0.0699025690842413,2.55567394711805,2.13891685171843,1.04219956975772,2.02454710519083,1.81510429047611,1.43967414739291,1.46092133609508,0.374246311460359,0.0335896223196844,0.406143089668485,0.65795811226944,0.575240544824983,0.975956238113695,0.441639338168845
7,4,gaus,3,2465,0.071130987146794,2.55567394711805,2.13891685171843,1.04219956975772,2.02454710519083,1.81510429047611,1.43967414739291,1.46092133609508,0.374246311460359,0.0335896223196844,0.406143089668485,0.65795811226944,0.575240544824983,0.975956238113695,0.441639338168845
7,5,gaus,3,9017,0.0713755942962861,2.55567394711805,2.13891685171843,1.04219956975772,2.02454710519083,1.81510429047611,1.43967414739291,1.46092133609508,0.374246311460359,0.0335896223196844,0.406143089668485,0.65795811226944,0.575240544824983,0.975956238113695,0.441639338168845
7,6,gaus,3,30241,0.0712731840485996,2.55567394711805,2.13891685171843,1.04219956975772,2.02454710519083,1.81510429047611,1.43967414739291,1.46092133609508,0.374246311460359,0.0335896223196844,0.406143089668485,0.65795811226944,0.575240544824983,0.975956238113695,0.441639338168845
7,7,gaus,3,95441,0.0712620681004425,2.55567394711805,2.13891685171843,1.04219956975772,2.02454710519083,1.81510429047611,1.43967414739291,1.46092133609508,0.374246311460359,0.0335896223196844,0.406143089668485,0.65795811226944,0.575240544824983,0.975956238113695,0.441639338168845
7,1,gaus,4,15,0.0332922188329221,1.46963649704469,1.04452787211203,1.60224282744547,1.59612447229019,2.65185595294592,1.2727908787954,2.62916081129652,0.438549783462451,0.919893830864455,0.31903756749757,0.284334536926044,0.363779007864189,0.499317543098154,0.813524280935686
7,2,gaus,4,113,0.117120871958062,1.46963649704469,1.04452787211203,1.60224282744547,1.59612447229019,2.65185595294592,1.2727908787954,2.62916081129652,0.438549783462451,0.919893830864455,0.31903756749757,0.284334536926044,0.363779007864189,0.499317543098154,0.813524280935686
7,3,gaus,4,589,0.105875490624883,1.46963649704469,1.04452787211203,1.60224282744547,1.59612447229019,2.65185595294592,1.2727908787954,2.62916081129652,0.438549783462451,0.919893830864455,0.31903756749757,0.284334536926044,0.363779007864189,0.499317543098154,0.813524280935686
7,4,gaus,4,2465,0.10478394420203,1.46963649704469,1.04452787211203,1.60224282744547,1.59612447229019,2.65185595294592,1.2727908787954,2.62916081129652,0.438549783462451,0.919893830864455,0.31903756749757,0.284334536926044,0.363779007864189,0.499317543098154,0.813524280935686
7,5,gaus,4,9017,0.105598800938006,1.46963649704469,1.04452787211203,1.60224282744547,1.59612447229019,2.65185595294592,1.2727908787954,2.62916081129652,0.438549783462451,0.919893830864455,0.31903756749757,0.284334536926044,0.363779007864189,0.499317543098154,0.813524280935686
7,6,gaus,4,30241,0.105541692419716,1.46963649704469,1.04452787211203,1.60224282744547,1.59612447229019,2.65185595294592,1.2727908787954,2.62916081129652,0.438549783462451,0.919893830864455,0.31903756749757,0.284334536926044,0.363779007864189,0.499317543098154,0.813524280935686
7,7,gaus,4,95441,0.105519872050861,1.46963649704469,1.04452787211203,1.60224282744547,1.59612447229019,2.65185595294592,1.2727908787954,2.62916081129652,0.438549783462451,0.919893830864455,0.31903756749757,0.284334536926044,0.363779007864189,0.499317543098154,0.813524280935686
7,1,gaus,5,15,0.021037030772973,2.40236994107338,2.87458076109834,1.02178554711877,2.6394808075532,1.06853530831331,2.03232064195053,2.30666064073868,0.861088354928281,0.552941825691261,0.0185298677779496,0.507821480549943,0.713645133185084,0.697747973936715,0.893455595941863
7,2,gaus,5,113,0.043827099648755,2.40236994107338,2.87458076109834,1.02178554711877,2.6394808075532,1.06853530831331,2.03232064195053,2.30666064073868,0.861088354928281,0.552941825691261,0.0185298677779496,0.507821480549943,0.713645133185084,0.697747973936715,0.893455595941863
7,3,gaus,5,589,0.0393961365754556,2.40236994107338,2.87458076109834,1.02178554711877,2.6394808075532,1.06853530831331,2.03232064195053,2.30666064073868,0.861088354928281,0.552941825691261,0.0185298677779496,0.507821480549943,0.713645133185084,0.697747973936715,0.893455595941863
7,4,gaus,5,2465,0.0399389424287298,2.40236994107338,2.87458076109834,1.02178554711877,2.6394808075532,1.06853530831331,2.03232064195053,2.30666064073868,0.861088354928281,0.552941825691261,0.0185298677779496,0.507821480549943,0.713645133185084,0.697747973936715,0.893455595941863
7,5,gaus,5,9017,0.0406131171353355,2.40236994107338,2.87458076109834,1.02178554711877,2.6394808075532,1.06853530831331,2.03232064195053,2.30666064073868,0.861088354928281,0.552941825691261,0.0185298677779496,0.507821480549943,0.713645133185084,0.697747973936715,0.893455595941863
7,6,gaus,5,30241,0.0406276743870385,2.40236994107338,2.87458076109834,1.02178554711877,2.6394808075532,1.06853530831331,2.03232064195053,2.30666064073868,0.861088354928281,0.552941825691261,0.0185298677779496,0.507821480549943,0.713645133185084,0.697747973936715,0.893455595941863
7,7,gaus,5,95441,0.0406310900632544,2.40236994107338,2.87458076109834,1.02178554711877,2.6394808075532,1.06853530831331,2.03232064195053,2.30666064073868,0.861088354928281,0.552941825691261,0.0185298677779496,0.507821480549943,0.713645133185084,0.697747973936715,0.893455595941863
7,1,disc,1,15,44.5177185932253,1.80692081117868,2.75488019556765,2.4163658537333,2.65298321206459,1.02134083251681,1.19111428457874,2.08656850549915,0.754127262526012,0.27999697494331,0.603051060044045,0.888780732453205,0.643234106940034,0.786063353505465,0.491141242071711
7,2,disc,1,113,144.519623437515,1.80692081117868,2.75488019556765,2.4163658537333,2.65298321206459,1.02134083251681,1.19111428457874,2.08656850549915,0.754127262526012,0.27999697494331,0.603051060044045,0.888780732453205,0.643234106940034,0.786063353505465,0.491141242071711
7,3,disc,1,589,147.752317759579,1.80692081117868,2.75488019556765,2.4163658537333,2.65298321206459,1.02134083251681,1.19111428457874,2.08656850549915,0.754127262526012,0.27999697494331,0.603051060044045,0.888780732453205,0.643234106940034,0.786063353505465,0.491141242071711
7,4,disc,1,2465,132.872041873713,1.80692081117868,2.75488019556765,2.4163658537333,2.65298321206459,1.02134083251681,1.19111428457874,2.08656850549915,0.754127262526012,0.27999697494331,0.603051060044045,0.888780732453205,0.643234106940034,0.786063353505465,0.491141242071711
7,5,disc,1,9017,161.275643448869,1.80692081117868,2.75488019556765,2.4163658537333,2.65298321206459,1.02134083251681,1.19111428457874,2.08656850549915,0.754127262526012,0.27999697494331,0.603051060044045,0.888780732453205,0.643234106940034,0.786063353505465,0.491141242071711
7,6,disc,1,30241,163.129712731961,1.80692081117868,2.75488019556765,2.4163658537333,2.65298321206459,1.02134083251681,1.19111428457874,2.08656850549915,0.754127262526012,0.27999697494331,0.603051060044045,0.888780732453205,0.643234106940034,0.786063353505465,0.491141242071711
7,7,disc,1,95441,158.489944491142,1.80692081117868,2.75488019556765,2.4163658537333,2.65298321206459,1.02134083251681,1.19111428457874,2.08656850549915,0.754127262526012,0.27999697494331,0.603051060044045,0.888780732453205,0.643234106940034,0.786063353505465,0.491141242071711
7,1,disc,2,15,21.9761189450473,1.41369367692578,1.08660831508046,1.30712711377566,2.43662712824118,1.25728701178216,1.44157784730455,1.90711888297864,0.856217447370269,0.264355933909156,0.775547260141591,0.637920749171789,0.725059755063973,0.894647612386255,0.767987004548132
7,2,disc,2,113,54.940231058156,1.41369367692578,1.08660831508046,1.30712711377566,2.43662712824118,1.25728701178216,1.44157784730455,1.90711888297864,0.856217447370269,0.264355933909156,0.775547260141591,0.637920749171789,0.725059755063973,0.894647612386255,0.767987004548132
7,3,disc,2,589,57.4015952667811,1.41369367692578,1.08660831508046,1.30712711377566,2.43662712824118,1.25728701178216,1.44157784730455,1.90711888297864,0.856217447370269,0.264355933909156,0.775547260141591,0.637920749171789,0.725059755063973,0.894647612386255,0.767987004548132
7,4,disc,2,2465,66.6849448405386,1.41369367692578,1.08660831508046,1.30712711377566,2.43662712824118,1.25728701178216,1.44157784730455,1.90711888297864,0.856217447370269,0.264355933909156,0.775547260141591,0.637920749171789,0.725059755063973,0.894647612386255,0.767987004548132
7,5,disc,2,9017,70.5331904432489,1.41369367692578,1.08660831508046,1.30712711377566,2.43662712824118,1.25728701178216,1.44157784730455,1.90711888297864,0.856217447370269,0.264355933909156,0.775547260141591,0.637920749171789,0.725059755063973,0.894647612386255,0.767987004548132
7,6,disc,2,30241,67.7435217546668,1.41369367692578,1.08660831508046,1.30712711377566,2.43662712824118,1.25728701178216,1.44157784730455,1.90711888297864,0.856217447370269,0.264355933909156,0.775547260141591,0.637920749171789,0.725059755063973,0.894647612386255,0.767987004548132
7,7,disc,2,95441,65.7378643029995,1.41369367692578,1.08660831508046,1.30712711377566,2.43662712824118,1.25728701178216,1.44157784730455,1.90711888297864,0.856217447370269,0.264355933909156,0.775547260141591,0.637920749171789,0.725059755063973,0.894647612386255,0.767987004548132
7,1,disc,3,15,0,1.61010804233021,2.63775710552394,2.9640978907484,2.93794001679096,2.15324467053803,1.46696598220564,1.58419690367775,0.465260851971691,0.0897862581146435,0.506729645061984,0.0765090983525664,0.166524695872434,0.747710039127429,0.334567260318324
7,2,disc,3,113,7.16855280207579,1.61010804233021,2.63775710552394,2.9640978907484,2.93794001679096,2.15324467053803,1.46696598220564,1.58419690367775,0.465260851971691,0.0897862581146435,0.506729645061984,0.0765090983525664,0.166524695872434,0.747710039127429,0.334567260318324
7,3,disc,3,589,19.4217543085127,1.61010804233021,2.63775710552394,2.9640978907484,2.93794001679096,2.15324467053803,1.46696598220564,1.58419690367775,0.465260851971691,0.0897862581146435,0.506729645061984,0.0765090983525664,0.166524695872434,0.747710039127429,0.334567260318324
7,4,disc,3,2465,30.6343264423638,1.61010804233021,2.63775710552394,2.9640978907484,2.93794001679096,2.15324467053803,1.46696598220564,1.58419690367775,0.465260851971691,0.0897862581146435,0.506729645061984,0.0765090983525664,0.166524695872434,0.747710039127429,0.334567260318324
7,5,disc,3,9017,39.7846730024365,1.61010804233021,2.63775710552394,2.9640978907484,2.93794001679096,2.15324467053803,1.46696598220564,1.58419690367775,0.465260851971691,0.0897862581146435,0.506729645061984,0.0765090983525664,0.166524695872434,0.747710039127429,0.334567260318324
7,6,disc,3,30241,48.0225843494633,1.61010804233021,2.63775710552394,2.9640978907484,2.93794001679096,2.15324467053803,1.46696598220564,1.58419690367775,0.465260851971691,0.0897862581146435,0.506729645061984,0.0765090983525664,0.166524695872434,0.747710039127429,0.334567260318324
7,7,disc,3,95441,52.5158394701902,1.61010804233021,2.63775710552394,2.9640978907484,2.93794001679096,2.15324467053803,1.46696598220564,1.58419690367775,0.465260851971691,0.0897862581146435,0.506729645061984,0.0765090983525664,0.166524695872434,0.747710039127429,0.334567260318324
7,1,disc,4,15,1324.66696619862,1.22619335313527,2.54382895206169,2.58512503870821,2.17413756213603,1.15838324185192,1.38580397884739,2.55081027039615,0.67376433187999,0.573738701774179,0.199702249129722,0.95819839711472,0.336154890392076,0.149664105303348,0.328383218060923
7,2,disc,4,113,871.88904375163,1.22619335313527,2.54382895206169,2.58512503870821,2.17413756213603,1.15838324185192,1.38580397884739,2.55081027039615,0.67376433187999,0.573738701774179,0.199702249129722,0.95819839711472,0.336154890392076,0.149664105303348,0.328383218060923
7,3,disc,4,589,349.304238656672,1.22619335313527,2.54382895206169,2.58512503870821,2.17413756213603,1.15838324185192,1.38580397884739,2.55081027039615,0.67376433187999,0.573738701774179,0.199702249129722,0.95819839711472,0.336154890392076,0.149664105303348,0.328383218060923
7,4,disc,4,2465,205.203028910979,1.22619335313527,2.54382895206169,2.58512503870821,2.17413756213603,1.15838324185192,1.38580397884739,2.55081027039615,0.67376433187999,0.573738701774179,0.199702249129722,0.95819839711472,0.336154890392076,0.149664105303348,0.328383218060923
7,5,disc,4,9017,332.849972126461,1.22619335313527,2.54382895206169,2.58512503870821,2.17413756213603,1.15838324185192,1.38580397884739,2.55081027039615,0.67376433187999,0.573738701774179,0.199702249129722,0.95819839711472,0.336154890392076,0.149664105303348,0.328383218060923
7,6,disc,4,30241,470.834020692675,1.22619335313527,2.54382895206169,2.58512503870821,2.17413756213603,1.15838324185192,1.38580397884739,2.55081027039615,0.67376433187999,0.573738701774179,0.199702249129722,0.95819839711472,0.336154890392076,0.149664105303348,0.328383218060923
7,7,disc,4,95441,495.888697109852,1.22619335313527,2.54382895206169,2.58512503870821,2.17413756213603,1.15838324185192,1.38580397884739,2.55081027039615,0.67376433187999,0.573738701774179,0.199702249129722,0.95819839711472,0.336154890392076,0.149664105303348,0.328383218060923
7,1,disc,5,15,90.0934129048001,2.84538551367946,2.67680521751235,2.2590481057022,2.73098129962552,1.43257918336215,1.12979816981128,2.35600106889652,0.353391437287061,0.838947784834775,0.133887257475644,0.698147940585025,0.190344628030756,0.396806895101165,0.33894732428959
7,2,disc,5,113,300.822329482408,2.84538551367946,2.67680521751235,2.2590481057022,2.73098129962552,1.43257918336215,1.12979816981128,2.35600106889652,0.353391437287061,0.838947784834775,0.133887257475644,0.698147940585025,0.190344628030756,0.396806895101165,0.33894732428959
7,3,disc,5,589,551.916194567533,2.84538551367946,2.67680521751235,2.2590481057022,2.73098129962552,1.43257918336215,1.12979816981128,2.35600106889652,0.353391437287061,0.838947784834775,0.133887257475644,0.698147940585025,0.190344628030756,0.396806895101165,0.33894732428959
7,4,disc,5,2465,566.188403361419,2.84538551367946,2.67680521751235,2.2590481057022,2.73098129962552,1.43257918336215,1.12979816981128,2.35600106889652,0.353391437287061,0.838947784834775,0.133887257475644,0.698147940585025,0.190344628030756,0.396806895101165,0.33894732428959
7,5,disc,5,9017,462.609803075517,2.84538551367946,2.67680521751235,2.2590481057022,2.73098129962552,1.43257918336215,1.12979816981128,2.35600106889652,0.353391437287061,0.838947784834775,0.133887257475644,0.698147940585025,0.190344628030756,0.396806895101165,0.33894732428959
7,6,disc,5,30241,497.40889044874,2.84538551367946,2.67680521751235,2.2590481057022,2.73098129962552,1.43257918336215,1.12979816981128,2.35600106889652,0.353391437287061,0.838947784834775,0.133887257475644,0.698147940585025,0.190344628030756,0.396806895101165,0.33894732428959
